Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
60, 1, City Defense, Started
60, 1, Operation Settle New City running
60, Settle New City, 1, , Battle line, 22:22, 1 endangered
61, 5, Attack Enemy City, No recruits to match strength, , Enemy Str: 144.0, 
61, 5, Attack Enemy City, Operation Recruit, 5 units, Recruited 0, Contract for: UNIT_WARRIOR
61, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 49:42, 50:42, 50:42
61, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 49:41, 49:41, 49:41
61, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 50:40, 50:41, 50:41
61, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 48:39, 49:42, 48:41
61, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 58:42, 50:42, 56:41
61, 5, Naval Superiority, No recruits to reach minimum, , , 
61, 5, Naval Superiority, No recruits to match strength, , Enemy Str: 75.0, 
61, 5, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
61, 6, Operation Settle New City running
61, Settle New City, 6, , Battle line, 58:23, 1 endangered
61, 6, Settle New City, ,0, Not Ready, UNIT_WARRIOR; 
61, 6, Operation City Defense running
61, City Defense, 6, , Battle line, 60:22, 0 endangered
61, 6, City Defense, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
61, 6, Operation Attack Enemy City running
61, 6, Attack Enemy City, ,0, Not Ready, 
61, 6, Attack Barb Camp, Started
61, 6, Settle New City, No recruits to reach minimum, , , 
61, 6, Settle New City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_SETTLER
61, 6, Settle New City, Operation Protect Units, UNIT_WARRIOR, Move 58 25
61, 6, City Defense, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ARCHER
61, 6, City Defense, Operation Move, UNIT_WARRIOR, 63:24, 59:24, 62:24
61, 6, City Defense, Operation Move, UNIT_WARRIOR, 62:23, 59:24, 61:23
61, 6, City Defense, Operation Move, UNIT_WARRIOR, 62:21, 59:24, 62:22
61, 6, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR
61, 6, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
61, 7, City Defense, Started
61, 7, Operation Settle New City running
61, 7, Settle New City, ,0, Not Ready, 
61, 7, Operation City Defense running
61, City Defense, 7, , Battle line, 20:39, 1 endangered
61, 7, City Defense, ,0, Not Ready, UNIT_AZTEC_EAGLE_WARRIOR; UNIT_SCOUT; 
61, 7, Operation Barb Camp Tech Boost running
61, Barb Camp Tech Boost, 7, , Battle line, 20:40, 0 endangered
61, 7, Barb Camp Tech Boost, ,0, Not Ready, UNIT_AZTEC_EAGLE_WARRIOR; 
61, 7, Operation City Defense running
61, 7, City Defense, ,0, Not Ready, 
61, 7, Naval Superiority, Started
61, 7, City Defense, No recruits to reach minimum, , , 
61, 7, City Defense, No recruits to match strength, , Enemy Str: 63.0, 
61, 7, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
61, 7, City Defense, No recruits to reach minimum, , , 
61, 7, City Defense, No recruits to match strength, , Enemy Str: 95.0, 
61, 7, City Defense, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
61, 7, City Defense, Operation Attack Units, UNIT_AZTEC_EAGLE_WARRIOR, At 20:37, Move 21:37, Attack -9999:-9999
61, 7, City Defense, Operation complete
61, 7, Barb Camp Tech Boost, No recruits to reach minimum, , , 
61, 7, Barb Camp Tech Boost, No recruits to reach minimum, , , 
61, 7, Barb Camp Tech Boost, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
61, 7, Barb Camp Tech Boost, Operation Attack Units, UNIT_AZTEC_EAGLE_WARRIOR, At 20:40, Move 20:40, Attack 21:40
61, 7, Naval Superiority, No recruits to reach minimum, , , 
61, 7, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
61, 7, Naval Superiority, Operation complete
61, 8, Operation City Defense running
61, 8, City Defense, ,0, Ready, UNIT_WARRIOR; 
61, 8, City Defense, No recruits to reach minimum, , , 
61, 8, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
61, 8, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
61, 11, Operation City Defense running
61, 11, City Defense, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; 
61, 11, City Defense, No recruits to reach minimum, , , 
61, 11, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
61, 11, City Defense, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR
61, 12, Operation City Defense running
61, 12, City Defense, ,0, Ready, UNIT_WARRIOR; 
61, 12, City Defense, No recruits to reach minimum, , , 
61, 12, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
61, 12, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_HORSEMAN
61, 16, Operation Attack Barb Camp running
61, 16, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
61, 16, Attack Barb Camp, No recruits to reach minimum, , , 
61, 16, Attack Barb Camp, No recruits to match strength, , Enemy Str: 10.0, 
61, 16, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
61, 16, Attack Barb Camp, Operation Move, UNIT_WARRIOR, 26:12, 22:12, 25:12
61, 16, Attack Barb Camp, Operation Move, UNIT_ARCHER, 26:13, 23:13, 26:12
61, 17, Operation City Defense running
61, 17, City Defense, ,0, Ready, UNIT_WARRIOR; 
61, 17, City Defense, No recruits to reach minimum, , , 
61, 17, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
61, 17, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
61, 22, Operation Attack Barb Camp running
61, Attack Barb Camp, 22, , Battle line, 1073741836:47, 0 endangered
61, 22, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; UNIT_ARCHER; 
61, 22, Attack Barb Camp, No recruits to reach minimum, , , 
61, 22, Attack Barb Camp, No recruits to match strength, , Enemy Str: 15.0, 
61, 22, Attack Barb Camp, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ARCHER
61, 22, Attack Barb Camp, Operation Attack Units, UNIT_ARCHER, At 13:45, Move 13:46, Attack -9999:-9999
61, 22, Attack Barb Camp, Operation Attack Units, UNIT_ARCHER, At 12:45, Move 11:45, Attack -9999:-9999
61, 22, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 14:48, Move 13:49, Attack -9999:-9999
61, 24, Operation City Defense running
61, 24, City Defense, ,0, Ready, UNIT_WARRIOR; 
61, 24, City Defense, Operation complete
61, 25, Operation Attack Barb Camp running
61, Attack Barb Camp, 25, , Battle line, 20:23, 1 endangered
61, 25, Attack Barb Camp, ,0, Not Ready, UNIT_ARCHER; UNIT_ARCHER; UNIT_ARCHER; 
61, 25, Operation City Defense running
61, City Defense, 25, , Battle line, 20:23, 0 endangered
61, 25, City Defense, ,0, Ready, UNIT_WARRIOR; 
61, 25, City Defense, Operation complete
61, Attack Barb Camp, 25, , Battle line, 20:23, 1 endangered
61, 25, Attack Barb Camp, Recruiting minimums, , , UNIT_WARRIOR
61, 25, Attack Barb Camp, Recruiting strength, , Enemy Str: 67.0, UNIT_WARRIOR
61, Attack Barb Camp, 25, , Battle line, 20:23, 1 endangered
61, 25, Attack Barb Camp, Operation Recruit, 4 units, Recruited 1, Contract for: UNIT_WARRIOR
61, 25, Attack Barb Camp, Operation Protect Units, UNIT_ARCHER, Move 21 24
61, 25, Attack Barb Camp, Attack Target Move Direct, UNIT_ARCHER, At 19:23, Move -9999:-9999, Arrive 20:24
61, 25, Attack Barb Camp, Attack Target Move Direct, UNIT_ARCHER, At 18:23, Move -9999:-9999, Arrive 19:23
61, 25, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 18:23, Move -9999:-9999, Arrive 19:24
61, 25, Attack Barb Camp, Attack Target Melee Attack, UNIT_ARCHER, At 20:24
61, 25, Attack Barb Camp, Attack Target Melee Attack, UNIT_ARCHER, At 19:23
61, 25, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 19:24
61, 63, Operation Barbarian Attack running
61, 63, Barbarian Attack, ,0, Not Ready, 
61, 63, Operation Barbarian City Assault running
61, 63, Barbarian City Assault, ,0, Not Ready, 
61, 63, Operation Barbarian Attack running
61, 63, Barbarian Attack, ,0, Not Ready, 
61, 63, Operation Barbarian Attack running
61, Barbarian Attack, 63, , Battle line, 58:23, 0 endangered
61, 63, Barbarian Attack, ,0, Ready, UNIT_ARCHER; UNIT_WARRIOR; 
61, 63, Operation Barbarian Attack running
61, Barbarian Attack, 63, , Battle line, 21:22, 0 endangered
61, 63, Barbarian Attack, ,0, Not Ready, UNIT_WARRIOR; UNIT_ARCHER; UNIT_WARRIOR; 
61, 63, Operation Barbarian Attack running
61, Barbarian Attack, 63, , Battle line, 71:31, 1 endangered
61, 63, Barbarian Attack, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
61, 63, Barbarian Attack, Operation Attack Units, UNIT_ARCHER, At 58:23, Move 58:23, Attack 58:25
61, 63, Barbarian Attack, Operation Attack Units, UNIT_WARRIOR, At 60:24, Move 59:25, Attack -9999:-9999
61, 63, Barbarian Attack, Operation Attack Units, UNIT_ARCHER, At 74:33, Move 74:33, Attack 74:34
61, 63, Barbarian Attack, Operation Attack Units, UNIT_WARRIOR, At 73:32, Move 73:32, Attack 72:32
61, 63, Barbarian Attack, Operation Attack Units, UNIT_ARCHER, At 22:23, Move 22:23, Attack 22:22
61, 63, Barbarian Attack, Operation Attack Units, UNIT_WARRIOR, At 23:24, Move 22:24, Attack -9999:-9999
61, 63, Barbarian Attack, Operation Attack Units, UNIT_WARRIOR, At 22:25, Move 21:25, Attack -9999:-9999
61, 63, Barbarian Builder Capture, Started
62, 1, City Defense, Started
62, 1, Operation Settle New City running
62, Settle New City, 1, , Battle line, 9:24, 0 endangered
62, 1, Settle New City, ,0, Not Ready, UNIT_ARCHER; 
62, 1, Operation Attack Enemy City running
62, Attack Enemy City, 1, , Battle line, 16:22, 0 endangered
62, 1, Attack Enemy City, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; UNIT_WARRIOR; 
62, 1, Operation City Defense running
62, 1, City Defense, ,0, Not Ready, 
62, 1, Operation Naval Superiority running
62, Naval Superiority, 1, , Battle line, 8:25, 0 endangered
62, 1, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
62, 1, Operation Attack Enemy City running
62, 1, Attack Enemy City, ,0, Not Ready, 
62, 1, Attack Barb Camp, Started
62, 1, Settle New City, Operation Change Target MISSING REQURED UNIT
62, 1, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
62, 1, Settle New City, Operation complete
62, 1, City Defense, Operation complete
62, 1, Attack Enemy City, No recruits to reach minimum, , , 
62, 1, Attack Enemy City, Recruiting strength, , Enemy Str: 117.0, UNIT_ARCHER
62, 1, Attack Enemy City, No recruits to reach minimum, , , 
62, 1, Attack Enemy City, No recruits to match strength, , Enemy Str: 117.0, 
62, Attack Enemy City, 1, , Battle line, 15:22, 0 endangered
62, 1, Attack Enemy City, Operation Recruit, 6 units, Recruited 1, Contract for: UNIT_WARRIOR
62, 1, Attack Enemy City, Operation Attack Units, UNIT_ARCHER, At 23:22, Move 23:22, Attack 22:22
62, 1, Attack Enemy City, Operation Attack Units, UNIT_WARRIOR, At 22:20, Move 22:21, Attack -9999:-9999
62, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 23:19, 19:19, 23:19
62, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 12:25, 19:19, 12:25
62, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 10:25, 19:19, 10:25
62, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 9:25, 18:21, 8:25
62, 1, Attack Enemy City, No recruits to reach minimum, , , 
62, 1, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR
62, 1, Attack Barb Camp, No recruits to reach minimum, , , 
62, 1, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
62, 1, Attack Enemy City, Operation complete
62, 1, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
62, 2, Operation Settle New City running
62, 2, Settle New City, ,0, Not Ready, 
62, 2, Operation Attack Enemy City running
62, 2, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; 
62, 2, Attack Enemy City, No recruits to reach minimum, , , 
62, 2, Attack Enemy City, No recruits to match strength, , Enemy Str: 147.0, 
62, 2, Attack Enemy City, No recruits to reach minimum, , , 
62, 2, Attack Enemy City, No recruits to match strength, , Enemy Str: 147.0, 
62, 2, Attack Enemy City, Operation Recruit, 5 units, Recruited 0, Contract for: UNIT_ARCHER
62, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 68:16, 70:12, 68:15
62, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 68:17, 70:12, 69:16
62, 2, Attack Enemy City, Operation Move, UNIT_ARCHER, 70:17, 71:14, 72:16
62, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 67:18, 70:12, 68:17
62, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 68:18, 70:12, 69:18
62, 3, Operation Settle New City running
62, 3, Settle New City, ,0, Ready, UNIT_ARCHER; UNIT_SETTLER; 
62, 3, Operation Attack Enemy City running
62, Attack Enemy City, 3, , Battle line, 536870920:23, 0 endangered
62, 3, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
62, 3, Operation Attack Barb Camp running
62, 3, Attack Barb Camp, ,0, Not Ready, 
62, 3, Operation Attack Enemy City running
62, 3, Attack Enemy City, ,0, Not Ready, 
62, 3, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
62, 3, Settle New City, Operation Move, UNIT_ARCHER, 16:27, 18:30, 17:28
62, 3, Settle New City, Operation Move, UNIT_SETTLER, 17:28, 18:30, 17:28
62, 3, Attack Enemy City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_HEAVY_CHARIOT
62, 3, Attack Enemy City, Operation Attack Units, UNIT_WARRIOR, At 9:24, Move 9:24, Attack 8:25
62, 3, Attack Enemy City, Operation Move, UNIT_WARRIOR, 8:21, 9:24, 9:22
62, 3, Attack Enemy City, Operation Move, UNIT_WARRIOR, 7:20, 9:24, 7:21
62, 3, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_HEAVY_CHARIOT
62, 3, Attack Barb Camp, Operation complete
62, 4, Operation Settle New City running
62, 4, Settle New City, ,0, Ready, UNIT_WARRIOR; UNIT_SETTLER; UNIT_WARRIOR; UNIT_WARRIOR; 
62, 4, Operation Barb Camp Tech Boost running
62, 4, Barb Camp Tech Boost, ,0, Not Ready, 
62, 4, Operation Attack Enemy City running
62, 4, Attack Enemy City, ,0, Not Ready, 
62, 4, Operation Naval Superiority running
62, 4, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
62, 4, Settle New City, No recruits to reach minimum, , , 
62, 4, Settle New City, No recruits to match strength, , Enemy Str: 25.0, 
62, 4, Settle New City, No recruits to reach minimum, , , 
62, 4, Settle New City, No recruits to match strength, , Enemy Str: 25.0, 
62, 4, Settle New City, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_ARCHER
62, 4, Settle New City, Operation Move, UNIT_WARRIOR, 16:39, 16:39, 16:39
62, 4, Settle New City, Operation Move, UNIT_SETTLER, 16:39, 16:39, 16:39
62, 4, Settle New City, Operation Move, UNIT_WARRIOR, 15:39, 15:39, 15:39
62, 4, Settle New City, Operation Move, UNIT_WARRIOR, 9:36, 15:39, 10:37
62, 4, Barb Camp Tech Boost, No recruits to reach minimum, , , 
62, 4, Barb Camp Tech Boost, No recruits to reach minimum, , , 
62, 4, Barb Camp Tech Boost, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
62, 4, Attack Enemy City, No recruits to reach minimum, , , 
62, 4, Attack Enemy City, No recruits to reach minimum, , , 
62, 4, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR
62, 4, Naval Superiority, No recruits to reach minimum, , , 
62, 4, Naval Superiority, No recruits to match strength, , Enemy Str: 75.0, 
62, 4, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
62, 5, Operation Settle New City running
62, 5, Settle New City, ,0, Not Ready, 
62, 5, Operation Attack Barb Camp running
62, Attack Barb Camp, 5, , Battle line, 49:33, 0 endangered
62, 5, Attack Barb Camp, ,0, Not Ready, UNIT_WARRIOR; 
62, 5, Operation Attack Enemy City running
62, 5, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
62, 5, Operation Naval Superiority running
62, Naval Superiority, 5, , Battle line, 35:37, 0 endangered
62, 5, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
62, 5, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 50:34, Move 51:34, Attack 51:33
62, 5, Attack Enemy City, No recruits to reach minimum, , , 
62, 5, Attack Enemy City, No recruits to match strength, , Enemy Str: 164.0, 
62, 5, Attack Enemy City, No recruits to reach minimum, , , 
62, 5, Attack Enemy City, No recruits to match strength, , Enemy Str: 164.0, 
62, 5, Attack Enemy City, Operation Recruit, 5 units, Recruited 0, Contract for: UNIT_WARRIOR
62, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 50:42, 50:42, 50:42
62, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 50:41, 50:41, 50:41
62, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 49:41, 49:41, 49:41
62, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 48:41, 49:42, 49:42
62, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 56:41, 50:41, 55:42
62, 5, Attack Barb Camp, Operation complete
62, 5, Naval Superiority, No recruits to reach minimum, , , 
62, 5, Naval Superiority, No recruits to match strength, , Enemy Str: 75.0, 
62, 5, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
62, 6, Operation Settle New City running
62, Settle New City, 6, , Battle line, 58:24, 1 endangered
62, 6, Settle New City, ,0, Not Ready, UNIT_WARRIOR; 
62, 6, Operation Attack Barb Camp running
62, 6, Attack Barb Camp, ,0, Not Ready, 
62, 6, Operation City Defense running
62, City Defense, 6, , Battle line, 59:23, 0 endangered
62, 6, City Defense, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
62, 6, Operation Attack Enemy City running
62, 6, Attack Enemy City, ,0, Not Ready, 
62, 6, Naval Superiority, Started
62, 6, Settle New City, No recruits to reach minimum, , , 
62, 6, Settle New City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_SETTLER
62, 6, Settle New City, Operation Protect Units, UNIT_WARRIOR, Move 59 24
62, 6, City Defense, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ARCHER
62, 6, City Defense, Operation Move, UNIT_WARRIOR, 62:24, 60:24, 61:24
62, 6, City Defense, Operation Move, UNIT_WARRIOR, 61:23, 60:24, 60:23
62, 6, City Defense, Operation Move, UNIT_WARRIOR, 62:22, 59:23, 61:22
62, 6, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR
62, 6, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
62, 6, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_HEAVY_CHARIOT
62, 6, Naval Superiority, Operation complete
62, 7, City Defense, Started
62, 7, Operation Settle New City running
62, 7, Settle New City, ,0, Not Ready, 
62, 7, Operation City Defense running
62, 7, City Defense, ,0, Not Ready, 
62, 7, Operation City Defense running
62, City Defense, 7, , Battle line, 21:38, 1 endangered
62, 7, City Defense, ,0, Ready, UNIT_AZTEC_EAGLE_WARRIOR; UNIT_SCOUT; 
62, 7, Operation Barb Camp Tech Boost running
62, Barb Camp Tech Boost, 7, , Battle line, 20:39, 1 endangered
62, 7, Barb Camp Tech Boost, ,0, Not Ready, UNIT_AZTEC_EAGLE_WARRIOR; 
62, 7, Attack Enemy City, Started
62, 7, City Defense, No recruits to reach minimum, , , 
62, 7, City Defense, Recruiting strength, , Enemy Str: 58.0, UNIT_SCOUT
62, City Defense, 7, , Battle line, 19:38, 0 endangered
62, 7, City Defense, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
62, 7, City Defense, No recruits to reach minimum, , , 
62, 7, City Defense, No recruits to match strength, , Enemy Str: 92.0, 
62, 7, City Defense, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
62, 7, City Defense, Operation Attack Units, UNIT_AZTEC_EAGLE_WARRIOR, At 21:37, Move 21:36, Attack -9999:-9999
